order_id,customer_id,order_status,order_purchase_timestamp,customer_unique_id,customer_state,order_purchase_in_months,review_score,review_comment_title,review_comment_message,payment_installments,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_value
43d5b31ed2c5e37b66622cdc0c4f6452,10b13e89e2eb3812975f1dc3884874de,delivered,2018-04-18 22:49:49,9ce5dc90259123107bd01b26ea8e59c8,BA,8.0,1,Uma negação,"Falta de respeito com o cliente já faz mais de um mês que fiz a compra e até hoje não recebi meu produto, infelizmente nunca mais voltarei a comprar neste site.",2,1,e59f9160ef2e37fd48efdb84a4c30126,d6b1ce66b035a475f00c017792ff9769,2018-04-24 23:11:08,80.0,22.27,102.27
43d6e5bfdbbfac022b7dad46056dfa64,6e87b43c60c9c1cb6d51732a3b238f95,delivered,2018-05-01 00:36:33,24e1bb8b3927e015aaed7b67597ac938,SP,8.0,5,Ótimo,Muito bom ,1,1,7bdc3ff2d6af39d08fb40546ba7b9766,57e632711dec9ec14ca7546769483e7e,2018-05-07 03:53:54,21.9,18.23,80.26
43d6e5bfdbbfac022b7dad46056dfa64,6e87b43c60c9c1cb6d51732a3b238f95,delivered,2018-05-01 00:36:33,24e1bb8b3927e015aaed7b67597ac938,SP,8.0,5,Ótimo,Muito bom ,1,2,7bdc3ff2d6af39d08fb40546ba7b9766,57e632711dec9ec14ca7546769483e7e,2018-05-07 03:53:54,21.9,18.23,80.26
43e99f3020b420b8aff15449ff4f7561,9a480b9c9decf04f8d95b4da30cc6141,delivered,2018-04-10 21:19:39,1177ffc12e57d165dd64077a4bbcd77c,RJ,8.0,2,Regular ,O prazo não foi cumprido,2,1,6c3effec7c8ddba466d4f03f982c7aa3,37515688008a7a40ac93e3b2e4ab203f,2018-04-16 21:31:17,34.2,16.95,51.15
43ebc8e1bcfbbd54e735d48bef113b82,e2ee1fe3a75eef46de494b0680d31036,delivered,2018-07-17 21:31:46,06f627751c6010c4c1efa16a711b2764,GO,5.0,4,Entregue no prazo,entregaram no prazo e produto correto,4,1,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,2018-07-19 21:45:11,99.99,50.99,150.98
43ee68cd19f18fcf7dfc4ea167554e40,a5460ac48757705144a88316dd7fe9c6,delivered,2018-08-25 17:37:28,babf7ada0096c81673c10f03169c716c,SP,4.0,5,Ótimo,Produto muito bem embalado e tudo correto.,2,1,cf492edce9b45b948fae7ca5cfb4c24c,4736e9d642ef4257cd7622516931eb51,2018-08-28 17:50:10,99.0,7.95,106.95
43f32fa8b0b6eaf74033bdb392a481a7,ecbc2ef8839c36713bcd2f52c61b0e49,delivered,2018-06-25 15:23:47,2f8d4d258a74f0986ba03dc9b3427a69,SP,6.0,5,Satisfeito,"Tudo 100% desde o Pedido até a Entrega e a Qualidade, Satisfeito,
RECOMENDO...",1,1,b694ddbde0943a2ebcaa7bb2777dbf4b,e333046ce6517bd8bb510291d44f0130,2018-06-29 03:32:34,167.0,19.47,186.47
43f6604e77ce6433e7d68dd86db73b45,ff1201e402a4b1a1bfae1d0abf857014,delivered,2018-05-11 18:25:34,efe8f87089ec28b1a681c20afa307784,RJ,7.0,1,Não entregue ,"Comprei um relógio e não entregou , era previsto pro dia 06/06 , e voltou pra São Paulo ",2,1,5e5d267a41f3d8bb608c2f0bd4b4972f,7d13fca15225358621be4086e1eb0964,2018-05-17 18:35:22,223.0,19.44,242.44
43fa7a93e747753c3b50ab4a0be0e633,3d6cec95d1675ccadefbc78fdb9633a4,delivered,2018-04-15 18:11:57,fc29c90853ee133fe921be3fc4ce9e02,BA,8.0,5,Recomendadíssima!!,Produto de ótima qualidade e de fácil montagem.,5,1,8ed094bfe076c568f6bb10feada3f75d,7c67e1448b00f6e969d365cea6b010ab,2018-04-27 18:30:54,179.9,108.92,288.82
44003ab575a9154a1560d283e5bfaab9,15a5151fa4345e946b0528df9d8707e4,delivered,2018-05-21 09:27:06,326c2d39657763006064f05a85c14728,SP,7.0,5,10,Muito rápido a entrega antes da data prevista.,1,1,a12c9204f6f9e90ad1d8ba5571fbfed2,f262cbc1c910c83959f849465454ddd3,2018-05-24 09:14:29,29.99,8.29,38.28
4412d97cb2093633afa85f11db46316c,71901689c5f3e5adc27b1dd16b33f0b8,delivered,2018-05-22 13:43:23,1b76903617af13189607a36b0469f6f3,MA,7.0,1,Ainda não recebi,"Ainda não recebi, mas prazo ate 15/06/2018
Então aguardando",1,1,993ac19aa975075775c16ba15426f8be,9803a40e82e45418ab7fb84091af5231,2018-05-29 02:55:11,2499.75,12.0,3195.73
4412d97cb2093633afa85f11db46316c,71901689c5f3e5adc27b1dd16b33f0b8,delivered,2018-05-22 13:43:23,1b76903617af13189607a36b0469f6f3,MA,7.0,1,Ainda não recebi,"Ainda não recebi, mas prazo ate 15/06/2018
Então aguardando",1,2,da7813106f94601e6022f50017299e2f,9803a40e82e45418ab7fb84091af5231,2018-05-29 02:55:11,120.0,12.0,3195.73
4412d97cb2093633afa85f11db46316c,71901689c5f3e5adc27b1dd16b33f0b8,delivered,2018-05-22 13:43:23,1b76903617af13189607a36b0469f6f3,MA,7.0,1,Ainda não recebi,"Ainda não recebi, mas prazo ate 15/06/2018
Então aguardando",1,3,33e503f68fb60fe165ed992965f2c737,9803a40e82e45418ab7fb84091af5231,2018-05-29 02:55:11,120.0,24.0,3195.73
4412d97cb2093633afa85f11db46316c,71901689c5f3e5adc27b1dd16b33f0b8,delivered,2018-05-22 13:43:23,1b76903617af13189607a36b0469f6f3,MA,7.0,1,Ainda não recebi,"Ainda não recebi, mas prazo ate 15/06/2018
Então aguardando",1,4,33e503f68fb60fe165ed992965f2c737,9803a40e82e45418ab7fb84091af5231,2018-05-29 02:55:11,120.0,24.0,3195.73
4412d97cb2093633afa85f11db46316c,71901689c5f3e5adc27b1dd16b33f0b8,delivered,2018-05-22 13:43:23,1b76903617af13189607a36b0469f6f3,MA,7.0,1,Ainda não recebi,"Ainda não recebi, mas prazo ate 15/06/2018
Então aguardando",1,5,1179867d805886591809f49767db9ecd,9803a40e82e45418ab7fb84091af5231,2018-05-29 02:55:11,120.0,11.99,3195.73
4412d97cb2093633afa85f11db46316c,71901689c5f3e5adc27b1dd16b33f0b8,delivered,2018-05-22 13:43:23,1b76903617af13189607a36b0469f6f3,MA,7.0,1,Ainda não recebi,"Ainda não recebi, mas prazo ate 15/06/2018
Então aguardando",1,6,03d817e5e392e78674ed0bd8195f9159,9803a40e82e45418ab7fb84091af5231,2018-05-29 02:55:11,120.0,12.0,3195.73
44150e408d0bd0a5341db3e4f11a98d8,163a680a8f1fe1a8eef1b0c40276bf64,delivered,2018-08-06 16:49:12,27eecff5a6338f7c36c78ad05eacc575,PR,4.0,5,Recomendo muito bom,"Chegou antes da data prevista, tudo ok",4,1,b6f3b8136ba8302906df7e11ff908751,a5cba26a62b8b4d0145b68b841e62e7f,2018-08-09 17:04:38,399.0,17.86,416.86
441972a5bbd51a10459a487402076942,b79fa9dfed0c3d624b70fbd0ca2469de,delivered,2018-08-23 22:37:44,4ee41b2ea43aadfae757447904989dec,PR,4.0,5,recomendo,"super recomendo, entrega no prazo!",5,1,313d98472cf2ff8d80bcccbed7bed6b1,0af2ab31141893d26aca5a404a537dab,2018-08-30 00:35:13,59.0,15.51,74.51
441ab430a31f0c3424c85496c65bc8f2,ef0a53a3dc977bf493065ebf09ab4d93,delivered,2018-07-28 14:47:32,d9e5aad93bb7cf910fb662a04a8177d9,SP,5.0,4,Celular para uso simples,Foi comprado para meu cunhado utiliza-lo no dia-a-dia. Conheço a marca ALCATEL e acho que este aparelho será o ideal.,10,1,3c1907ae45ee32709a71b67f20f65814,7202e2ba20579a9bd1acb29e61fe71f6,2018-08-02 16:45:04,129.9,13.57,143.47
442a9587ce4b40a5d801427b6c0a5383,a129130357a247067beac84dbb5dc745,delivered,2018-08-17 11:48:58,7459551e3b0a34117ba168216a40d77d,SP,4.0,5,Bom,O produto chegou em perfeito estado e antes do prazo estabelecido. O produtoné bom e atingiu as minhas expectativas ,1,1,a9e1f2fff48f21f5e6fc9dce739e1160,b9ca8e8baa5d4aa038394a700f63e69f,2018-08-27 12:09:37,64.99,14.77,79.76
442c6fc8659cdf5bd32a9631cf51b3c2,a3f57ef05079a04651bd421fa6e4d919,delivered,2018-05-06 15:10:37,e30fa69b8afd150a33a8b3311ea544b0,GO,7.0,4,Otimo,Gostei ,1,1,dea837d4f3f30b541725d258c15e4ff1,c3867b4666c7d76867627c2f7fb22e21,2018-05-10 15:30:49,60.0,18.3,78.3
442dccfb1443cb7035f2b7810f974dd9,adaf88d3b2dd17497e88d690060fe409,delivered,2018-04-02 21:33:35,c2c71d0cb91780737b1ac2a93fea7d12,PA,8.0,1,Até hoje não recebi ,"Fiz o pagamento, já faz mês e não recebi o meu produto, estou indignado pois dependo deste para atender uma pessoa que precisa ficar constantemente com uma central de ar ligada.",1,1,b83738ac1903f7c8f0ed378cb085909c,c003204e1ab016dfa150abc119207b24,2018-04-09 12:35:25,129.9,45.46,175.36
44336b642856c33f94a6ba4b8a7dd6d5,72f2b4663a2f9ab47f956f7f75eeb398,delivered,2018-04-09 21:46:23,70bd0e1992adb52ebc75ab1093d4f48c,RJ,8.0,1,Total desrespeito,Não recomendo uns loja online que descumpre prazos e não fornece um atendimento ao consumidor satisfatório,3,1,0705b33fb285827a578fce4899f1b921,318f287a62ab7ac10b703ac37435a231,2018-04-15 23:30:04,22.5,22.89,45.39
4433add7ec1811cbdb34a289d636f1f3,c9e0d0359bc8996c8ab63442b39f3bbd,delivered,2018-06-12 21:35:49,4818e9b74711c62ee9b9ae1c9e174f06,AL,6.0,4,Muito rapido a entrega,Entrega antes do prozo ,3,1,ddceb6eef6af67e9fbbd4c148dbe5fd9,ceaec5548eefc6e23e6607c5435102e7,2018-06-19 15:03:33,209.99,35.68,245.67
4433ebc14c69e56090cb4e96d574d9c3,690f0d89fd8b50197bc81fb97fd89241,delivered,2018-04-25 10:00:40,f6ed0bef0317e479c3cfbf243f9b1940,PA,8.0,4,Bom,Acho que o produto deveria ter um prazo de validade maior.,10,1,e44f675b60b3a3a2453ec36421e06f0f,730937bf88cb151eb2eb849f642fc213,2018-05-02 10:15:18,105.3,37.43,428.19
4433ebc14c69e56090cb4e96d574d9c3,690f0d89fd8b50197bc81fb97fd89241,delivered,2018-04-25 10:00:40,f6ed0bef0317e479c3cfbf243f9b1940,PA,8.0,4,Bom,Acho que o produto deveria ter um prazo de validade maior.,10,2,e44f675b60b3a3a2453ec36421e06f0f,730937bf88cb151eb2eb849f642fc213,2018-05-02 10:15:18,105.3,37.43,428.19
4433ebc14c69e56090cb4e96d574d9c3,690f0d89fd8b50197bc81fb97fd89241,delivered,2018-04-25 10:00:40,f6ed0bef0317e479c3cfbf243f9b1940,PA,8.0,4,Bom,Acho que o produto deveria ter um prazo de validade maior.,10,3,e44f675b60b3a3a2453ec36421e06f0f,730937bf88cb151eb2eb849f642fc213,2018-05-02 10:15:18,105.3,37.43,428.19
44349f952ea4f26d94db5a15ef6f66ae,5eeb5555fe1eaaa8b3c68b87244b68e4,delivered,2018-05-10 16:43:25,957841865281b49b1f962e67dcb61b0b,DF,7.0,4,recomendo,"otimo relogio,mas gostariade saber se tem como diminuir a luminosidade?",1,1,bfc0d01be79d9038c7720f983bf954e0,634964b17796e64304cadf1ad3050fb7,2018-05-16 17:09:22,135.0,10.6,145.6
4436546aaa7d7c56c61aa5ee6785eec9,16359095b72f56e8541b1206ebc4c9ab,delivered,2018-08-23 21:19:11,30a6dc54d77a1da02be5324d4eea8077,SP,4.0,5,Gooood,Muito boa,1,1,a59fb60fddcc72a9878b7ed5cb69d8e4,7040e82f899a04d1b434b795a43b4617,2018-08-30 11:25:21,14.9,7.39,22.29
4437322bbcfa3948b387f1e5e3801a24,1840ec1e113cdef52138fba79e65848f,delivered,2018-04-02 09:01:04,b9fd889214fcb1a45e4cd51f5af6cba3,SP,8.0,5,Perfeito ,"Produto perfeito, instalei a transmissão na minha maquina ficou otima , entrega muito rápida, recomendo loja .",6,1,ec6cf0744914e96d2c1bf6a1bc475665,d91fb3b7d041e83b64a00a3edfb37e4f,2018-04-06 11:48:44,141.75,13.7,155.45
4439ae87a236a720d52416f0f5b816e7,b8f9780d616aaacbbeebe26992a38ab6,delivered,2018-05-17 08:35:37,6f8e7d40046694539c87b98cb5096a28,SP,7.0,5,Muito rápido,"Chegou antes do previsto, amei e recomendo",1,1,dab2413ead0edda9967edbc9bda2a64e,562fc2f2c2863ab7e79a9e4388a58a14,2018-05-22 10:38:34,29.99,7.39,37.38
443a73a22cd4e0078a47c275b358b786,317072fd23410f845f2d3beba3747e62,delivered,2018-05-16 12:22:12,11d2c273e93727d6c0e516075435ae82,PR,7.0,5,Produto entregue,O pruto deveria vim especificados a metragem correta,1,1,90c3564fa89e67d5e1b4898dd43cebc9,2c9e548be18521d1c43cde1c582c6de8,2018-05-18 12:31:08,25.9,18.23,88.26
443a73a22cd4e0078a47c275b358b786,317072fd23410f845f2d3beba3747e62,delivered,2018-05-16 12:22:12,11d2c273e93727d6c0e516075435ae82,PR,7.0,5,Produto entregue,O pruto deveria vim especificados a metragem correta,1,2,90c3564fa89e67d5e1b4898dd43cebc9,2c9e548be18521d1c43cde1c582c6de8,2018-05-18 12:31:08,25.9,18.23,88.26
443c3a064cdbe69048772620883f6b8d,3444fddaf81960754e7aaf593cb506d4,delivered,2018-04-19 21:44:10,f2e2e77dbdaf9b39a7a96b3d8dbdc978,SP,8.0,5,Boa,Boa,5,1,05f8865da7fa719bf5e94039cfe17c4d,6ec1a01e866584bb679eb9b098345919,2018-04-25 22:11:36,119.99,12.17,132.16
443ddf06ec0f23c8bf94bccb583714e2,c8ab96590456234a5973445b7b25555d,delivered,2018-05-03 22:29:29,9b2831d500aaa0350abe4fd6a1279c95,SP,7.0,5,Excelente,Produto entregue dentro do prazo e conforme anunciado. Muito bom.,6,1,077599a82ee54960bc4f4c941b0d1359,900ba814c251a692506d7834c1218441,2018-05-09 22:52:43,125.02,12.21,137.23
44411d47c4ceddd847c094ee77fcbf45,ea660917a9a9f3b22f7f1994d66772ea,delivered,2018-07-28 10:35:24,e5c973ac8c8276b130a8b02e85df6ec6,PR,5.0,5,Muito bom ,Rapida entrega...bem antes da data,1,1,6000cda32a1e7f6919ae1fcdf1d6259a,179d859f51292aac5c10806a356f7af9,2018-08-02 10:50:11,22.0,15.25,37.25
4454ffbb919a4763ae6aead697473b73,48eb77d5891b5b6fd70571920161aeec,delivered,2018-08-10 14:31:15,47ed909ad8168055b4cff7733f7ce616,PR,4.0,5,bom ,bom,1,1,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-08-14 14:44:42,330.0,20.41,350.41
445e644ce100ddf209bc9fd616d882ae,e3e913ab3cb9ac3f67599e8174260658,delivered,2018-08-08 21:19:23,7040204cafb030750c3d1c8add529d83,SP,4.0,5, recebido corretamente,"Produto correto, entregue dentro do prazo e muito bem embalado !! ",4,1,2b301a96f8ae692b3157360f621b658f,269c5fc9fcadee614364c3620c30a1f9,2018-08-14 21:30:12,29.9,7.47,74.74
445e644ce100ddf209bc9fd616d882ae,e3e913ab3cb9ac3f67599e8174260658,delivered,2018-08-08 21:19:23,7040204cafb030750c3d1c8add529d83,SP,4.0,5, recebido corretamente,"Produto correto, entregue dentro do prazo e muito bem embalado !! ",4,2,2b301a96f8ae692b3157360f621b658f,269c5fc9fcadee614364c3620c30a1f9,2018-08-14 21:30:12,29.9,7.47,74.74
4460329ef6417ef6f526adae51f4a7ad,2bf3ee2dd00b4a7f6711638b2bce046e,delivered,2018-06-21 21:57:58,cea494148f468715902da1ee46ccaa53,ES,6.0,1,Tapete nao serve,O tapete n serve no renegade,1,1,1095122297a4faeebb3dd2cb4c9b497d,7142540dd4c91e2237acb7e911c4eba2,2018-06-27 02:20:24,69.9,41.47,111.37
446461e627059dcc66c0d83df1d3fadf,a5501dd3eaffc14bb37c90c70a2099af,delivered,2018-05-07 22:48:45,f4bfa7d75a394df13adaa6b672dc0407,SP,7.0,5,Super rápida a enttega,"Entregou antes da data, e o produto bem embalado.super recomendo.",8,1,57c9362442482cd2451f2eabf468e532,966cb4760537b1404caedd472cc610a5,2018-05-13 23:12:22,1099.99,15.46,1115.45
446de4fae55c385fb4c5481c783bed29,889e00350927eaa1508aba82ca2d2a9f,delivered,2018-05-11 09:09:56,2cff422ea56f68a1e1bdce4371b88d66,RJ,7.0,5,Muito bom,"Pode confiar, recebi antes do prazo",1,1,1aaf80d4afeb6d8636711e75d02f1a7e,080102cd0a76b09e0dcf55fcacc60e05,2018-05-16 09:31:35,39.99,15.23,55.22
447e7d42d8715bfbb6336d2dab784582,08f39bb318284f8eca5a32c9e3a15273,delivered,2018-04-19 11:27:44,8a9901d658757e112469577ff443ae8e,MG,8.0,5,EXCELENTE,Recebi o produto conforme o especificado no site.Super satisfeito!,9,1,6109d0cae3bcb57d579bc0fab6e61814,dbc22125167c298ef99da25668e1011f,2018-04-25 11:49:38,79.99,15.41,95.4
447fbbff08bf51738b0b1f820b166372,e697f7adabf275ea017610a2d7944ef4,delivered,2018-06-04 09:26:00,d99853d1799e1f3b93db64bc4b8e4637,BA,6.0,4,Bom,Produto chegou antes DO prazo. .compraria novamente ,1,1,dd77ffae83ea4313783323ea026dbf0a,213b25e6f54661939f11710a6fddb871,2018-06-12 15:11:14,75.9,22.24,98.14
44809c64bc4e272b0ffd44dcaa3beb8c,0ad5196ae2834fffcb35daba2d3304ba,delivered,2018-05-27 14:58:45,da8ac849037c7201a41a4db0b1fa963e,SP,7.0,5,Dez,Compro sempre c vcs!!!Recomendo!,10,1,1ba74b19c790ee59fb57fa2befa6e885,b372ee768ed69e46ca8cdbd267aa7a38,2018-06-11 16:15:01,350.0,14.89,364.89
44879a8f19c5e8a5e9278477b29a29ea,a3e5a7458a61e94c06131898e1b75449,delivered,2018-08-23 20:56:41,331261d676590bf08bc94e7337c1de6f,RJ,4.0,5,ok,"ótimo
 ",1,1,2343570575e2990224008969445d7402,9f505651f4a6abe901a56cdc21508025,2018-08-28 02:35:16,19.99,18.24,38.23
448f2134b405628295b62b343cac4d01,54dd8cd0f421dae2d107f605c5e8f7fe,delivered,2018-05-14 17:02:19,9b59385b8f692eabad14d8f74c51f239,ES,7.0,3,"Recomendo, com restrições","Para uso caseiro, pois o material aparenta ser frágil e não acho que suporte em festas grandes.",1,1,a5bbc554f75cf4afa2cd56791015ec27,955fee9216a65b617aa5c0531780ce60,2018-05-16 17:19:05,55.0,13.55,68.55
44978a07c53273143a18ff837c2dd68d,0440345aa3f318c95691cd2345894071,delivered,2018-04-18 00:52:43,4c9970ba5173d36a54c376b7f02c3aaa,SP,8.0,5,De acordo com o anunciado,tudo certo como deve ser uma empresa que zela pelo nome,6,1,8f41c6ba389c91b377bba94e332bf925,1900267e848ceeba8fa32d80c1a5f5a8,2018-04-25 00:50:24,69.0,14.57,83.57
4497ba9d409157ae7bc8aaf8fd113307,a3b7f155a78c8d463ba072cb1a11a3ed,delivered,2018-08-07 20:19:43,11dfafdbc0661252d0c957bb66eca814,SP,4.0,4,recomendo,"nao consigo dizer precisamente porque o fogao chegou para meu inquilino e nao tenho contaot com ele, so atraves do corretor. aparentemente ocorreu tudo ok.",2,1,ea66598d13482c9c72f1936c62d2e630,6b333a05bf188ef3e1f1662a86bd9855,2018-08-09 20:35:14,339.0,33.42,372.42
449ace02554618b2b893aa7a8868e7ac,5a5665a088424b8a6393ef403bbef479,delivered,2018-06-22 21:40:54,97f8d308cb65faff7411dc8e1acc9248,RS,6.0,5,Recomendo,"compra excelente, ótimo serviço, ótimo produto.",8,1,d8d1550e51037a51a94b377c8361d637,2fb25ab44bdbeae6a4d816e0d0c9d500,2018-07-08 21:58:37,387.1,25.86,412.96
44a7b71ff4db304382a32b229441b281,f0814ff81dba50dfc754f561b40f89b7,delivered,2018-07-19 13:32:10,bacd72f7a0f4371b2ca37e6a9fd0f747,SP,5.0,4,Super Recomendo,"Otimo produto, entrega perfeira",1,1,ce5cedf6e57d59b07eeecb68eeafd099,9a1aea68d3efa00862ec88c0768037d0,2018-07-26 03:10:15,159.9,18.25,178.15
44ac5be3803a136ad51df67f789a2dab,777383b5753753a9c3fbe33e966567e7,delivered,2018-04-20 09:01:16,1811fa86febfd40fa2b58186732468f4,SP,8.0,5,Recomendo ! ,entrega no prazo e produto correto,1,1,55782cb82e0efe052da0a3da237da3b2,c003204e1ab016dfa150abc119207b24,2018-04-26 02:32:03,189.9,14.23,204.13
44af3ebb46b0fa7f9ec19a2a3e49d3c1,4c2476d4bcf9b366b70d1616ac2ecd62,delivered,2018-06-22 21:20:56,40e9ee5cbbe0f15938df485520fc5315,SP,6.0,5,Top,"Gostei muito,tudo certinho!!",2,1,87aff1d9a5e94db6840c5b963a5cef90,530ec6109d11eaaf87999465c6afee01,2018-06-25 21:58:37,135.0,23.75,158.75
44b03207799885f7c5973f59dc81fae3,df96bc92ed0993fb9e1c5433b07a8fd7,delivered,2018-05-16 08:39:29,5268e11e73cc9fa3bfc41173d2344821,SP,7.0,3,Entrega,"Paguei a taxa de entrega, mas tive que ir retirar o produto no correio, mesmo tendo enviado um e-mail, recebi uma resposta eletrônica genérica que não me ajudou em nada",3,1,3b53b6b3ce85cb52f521117e354480db,d650b663c3b5f6fb392b6326366efa9a,2018-05-22 08:53:32,189.0,9.09,198.09
44ba35a187b315445132d3433f8a52e6,0a061fbf0086ab5dc3be576189a0f2c8,delivered,2018-08-22 09:20:37,03af1d692ad6c5b722844ea5db15d234,SP,4.0,5,10,Exelente,4,1,c20a3f598c16d77249da67e81caa8317,955fee9216a65b617aa5c0531780ce60,2018-08-24 09:30:16,32.0,8.97,40.97
44c2a6a1b2abef0a76aa83b222217153,0e0b3f553f666f50cd5ef9d913a773a7,delivered,2018-07-31 13:10:19,ced61ad6ee001ff32a61a2f4ce34d514,RJ,5.0,5,Super rápido,Pedido chegou super rápido e veio certinho.,3,1,f78c2e2b9562f4eb436a275b2a230531,620c87c171fb2a6dd6e8bb4dec959fc6,2018-08-03 13:30:26,69.9,11.75,81.65
44c5dae14c55309b097d6c510ef1a986,e61831eed6ce9ac253e452e3bc8a41a5,delivered,2018-07-19 11:18:27,e8c60c7f5d8c59169d20cac8c2276ef6,SP,5.0,5,compra,"muito boa compra, preço bom, entrega rapida.",4,1,25f57c88d67a6e65ff2eec180c03a4cb,a7dc4098e4da6e41b426269d12ae7e91,2018-07-25 11:30:23,170.0,8.45,356.9
44c5dae14c55309b097d6c510ef1a986,e61831eed6ce9ac253e452e3bc8a41a5,delivered,2018-07-19 11:18:27,e8c60c7f5d8c59169d20cac8c2276ef6,SP,5.0,5,compra,"muito boa compra, preço bom, entrega rapida.",4,2,25f57c88d67a6e65ff2eec180c03a4cb,a7dc4098e4da6e41b426269d12ae7e91,2018-07-25 11:30:23,170.0,8.45,356.9
44c6a1e50425d53433d3d47e8026f4a6,45bb6f326b5ac217492d09cea88bf4e6,delivered,2018-05-05 19:24:27,07fbf7cd2d1a81e2c4f88c9ff0148815,SP,7.0,1,0,Não recebi,4,1,06edb72f1e0c64b14c5b79353f7abea3,391fc6631aebcf3004804e51b40bcf1e,2018-05-15 19:35:17,39.99,8.95,97.88
44c6a1e50425d53433d3d47e8026f4a6,45bb6f326b5ac217492d09cea88bf4e6,delivered,2018-05-05 19:24:27,07fbf7cd2d1a81e2c4f88c9ff0148815,SP,7.0,1,0,Não recebi,4,2,06edb72f1e0c64b14c5b79353f7abea3,391fc6631aebcf3004804e51b40bcf1e,2018-05-15 19:35:17,39.99,8.95,97.88
44ce5b2db8d5cdec03361d95f88fb2eb,2cb69c3e1a4bfd3e638cfd564c291dae,delivered,2018-04-23 16:19:36,421b2d1ce0bdedc6642381b35b1b97f9,SP,8.0,4,Muito Bom,"Produto de ótima qualidade, entregue dentro do prazo desejado.",1,1,86beb8b7298c47a334e6deb8545b2f06,33d677f27a69b84051204ee4ae76eaca,2018-04-27 17:30:49,14.9,18.23,33.13
44cebed0f8ff5a7a11ea39b4ded680d9,d531312b719e0b1ee2c72d05e3167eb7,delivered,2018-06-22 15:59:59,74e8e93fdc04c45a59abe80af2bb5f98,SP,6.0,5,Super recomendo!,"O produto é igual ao descrito no site, entrega rápida, super confiável.",1,1,738fa9197979d98c792ba9e0e7dea3be,dee656f0f566ed1aa85bd137c943f08f,2018-06-28 02:20:29,21.9,12.81,34.71
44d14514a06127f72cd96745ed0eed21,ca8d56a19c40cfcdba873cbe942e5013,delivered,2018-07-08 08:30:55,9b7fcfa05fb6f8b88fea3d74a6ba77d6,SP,5.0,5,Excelente,Excelente,1,1,c1aaab8bfc16d73c6829b879f558fad4,d2374cbcbb3ca4ab1086534108cc3ab7,2018-07-18 04:35:21,29.9,14.52,44.42
44da5f6639e6db4190b643017e264022,a41a44bd65ce55bd82c4c75188916733,delivered,2018-06-19 10:52:28,a2643467d478699be6b4aa38f004e1d1,SC,6.0,5,Até veio antes do prazo. ,"Bom produto, antes do prazo de entrega, excelente. ",3,1,97170c28efde1b426f1c52348fe1c086,6560211a19b47992c3666cc44a7e94c0,2018-06-21 11:18:45,129.0,19.0,148.0
44de6d7b8fcd0cd8db38002f58d6c20d,f0ae2d8c33a1865a8d66b72978091b8f,delivered,2018-08-10 15:19:58,7db49ae8299963bb5031da6c0c5de8ff,RJ,4.0,5,ACENDEDOR DE COZINHA A GÁ,EXCELENTE PRODUTO.,1,1,e482ad963bfb9a9abc51b9850aca97b7,c2d70ce2c5d0a2eb75e78668236e6dc8,2018-08-14 02:45:20,49.0,18.44,67.44
44e39cef43dc4c715a13ab687ba2c081,74b3e52242a168f2146e40d41f3f0399,delivered,2018-05-07 16:37:35,438f2fe3d586268c20da486ccaf6eea2,SP,7.0,5,100% satisfeito,"Além da comodidade, celeridade, o produto foi entregue da data esperada. Obrigado !",3,1,8eae309a711208a0e5e41e110cddb1ee,d8cf3b6a2151949f930d0252b180ec42,2018-05-11 17:56:57,23.9,15.2,39.1
44e4c5a939b122bbe9e4688a50e44167,47e213633a3586db691bde58fde42037,delivered,2018-05-31 22:59:13,721a069e566c636f2b5da8ecb44289eb,SP,7.0,3,Bom,"Único ponto negativo é a embalagem do produto!
Caixinha da Casio muito feia,
E que não oferece nenhum tipo de Proteção ao objeto!
",8,1,d285360f29ac7fd97640bf0baef03de0,2eb70248d66e0e3ef83659f71b244378,2018-06-14 22:55:11,227.9,8.46,236.36
44ea86700a44cf863db3616415b5f9ad,f66547408b1b92daaffe3b57398e1605,delivered,2018-04-23 20:10:30,7d0752af740a4bbdc87d42fcd66de17c,SP,8.0,1,Faltando produto,"Veio faltando produto
Comprei 2 cortinas e só veio 1
Quando resolver o problema mudo minha avaliação.",8,1,b86a41241c8b868c080b433563dc9223,b2479f944e1b90cf8a5de1bbfde284d6,2018-04-27 20:31:44,35.99,13.71,99.4
44ea86700a44cf863db3616415b5f9ad,f66547408b1b92daaffe3b57398e1605,delivered,2018-04-23 20:10:30,7d0752af740a4bbdc87d42fcd66de17c,SP,8.0,1,Faltando produto,"Veio faltando produto
Comprei 2 cortinas e só veio 1
Quando resolver o problema mudo minha avaliação.",8,2,b86a41241c8b868c080b433563dc9223,b2479f944e1b90cf8a5de1bbfde284d6,2018-04-27 20:31:44,35.99,13.71,99.4
